full_text,case_folding,preprocessing,final_label,label,confidence
Kaya udh agenda tiap ada isu panas solusinya bakar kilang nanti nyalahin petir wkwk.,kaya udh agenda tiap ada isu panas solusinya bakar kilang nanti nyalahin petir wkwk.,kaya agenda isu panas solusi bakar kilang nyalahin petir,negative,,0.41717283995561455
Ucapan Menkeu Purbaya 'Kilang Dibakar' Tuai Reaksi Keras Serikat Pekerja Pertamina https://t.co/fs7KOI7GFT,ucapan menkeu purbaya 'kilang dibakar' tuai reaksi keras serikat pekerja pertamina https://t.co/fs7koi7gft,ucap menkeu purbaya kilang bakar tuai reaksi keras serikat kerja pertamina,positive,,0.5072287668818832
@ikhwzul325 Kena jadi rakyat kelantan dulu lepastu apply kerja kat kilang KA,@ikhwzul325 kena jadi rakyat kelantan dulu lepastu apply kerja kat kilang ka,kena rakyat lantan lepastu apply kerja kat kilang ka,negative,,0.46683910770208
@innovacommunity Prtamina cmn bs bngun depo u kilang mh emg kg pnya kmauan buat mandiri gile aje sda ngamprah tp kt kg bs ngapa2in lbh miris bli dr singapur anjayyy,@innovacommunity prtamina cmn bs bngun depo u kilang mh emg kg pnya kmauan buat mandiri gile aje sda ngamprah tp kt kg bs ngapa2in lbh miris bli dr singapur anjayyy,prtamina cmn bs bngun depo u kilang mh emg kg pnya kmauan mandiri gile aje sda ngamprah kt kg bs ngapa in lbh miris bli singapur anjay,negative,,0.42422074597918785
@kompascom Hati hati pak menteri mafia impor BBM dan oknum pejabat pertamina tdk suka kebijakan bapak membuat kilang minyak sendiri spy tdk tergantung mafia impor,@kompascom hati hati pak menteri mafia impor bbm dan oknum pejabat pertamina tdk suka kebijakan bapak membuat kilang minyak sendiri spy tdk tergantung mafia impor,hati hati menteri mafia impor bahan bakar minyak oknum jabat pertamina suka bijak kilang minyak spy gantung mafia impor,negative,,0.6595777585686781
@kadrunibli17616 Cos Om Bewok &amp; Roni punya kilang jg di Dumai,@kadrunibli17616 cos om bewok &amp; roni punya kilang jg di dumai,cos om bewok amp roni kilang dumai,positive,,0.6242953760586128
4 Fakta Kebakaran Kilang Minyak Pertamina di Dumai https://t.co/NsRtuPjveJ,4 fakta kebakaran kilang minyak pertamina di dumai https://t.co/nsrtupjvej,fakta bakar kilang minyak pertamina dumai,positive,,0.5413269659127349
@islah_bahrawi Sebaiknya jangan bicara hal yg tdk sampean kuasai. Aku mantan supir Kilang bbm. Bullshit itu,@islah_bahrawi sebaiknya jangan bicara hal yg tdk sampean kuasai. aku mantan supir kilang bbm. bullshit itu,bicara sampean kuasa mantan supir kilang bahan bakar minyak bullshit,negative,,0.5273856899377481
Duh Kilang Dumai Pertamina Sudah 2 Kali Terbakar Dalam 2 Tahun https://t.co/utA9pR7QD0,duh kilang dumai pertamina sudah 2 kali terbakar dalam 2 tahun https://t.co/uta9pr7qd0,duh kilang dumai pertamina kali bakar,positive,,0.6308536539913463
kebakaran di kilang minyak dumai riau https://t.co/OfUhVyIY6I,kebakaran di kilang minyak dumai riau https://t.co/ofuhvyiy6i,bakar kilang minyak dumai riau,positive,,0.4618781357150188
@Dpram_Balik @Jateng_Twit Ngedabruz aj bisanya ? https://t.co/BgNTN1KtWY,@dpram_balik @jateng_twit ngedabruz aj bisanya ? https://t.co/bgntn1ktwy,ngedabruz aj bisa,positive,,0.3976903721475655
Pertamina Pastikan Pasokan BBM dari Kilang Dumai Aman Usai Kebakaran https://t.co/B7ptVTQCNE,pertamina pastikan pasokan bbm dari kilang dumai aman usai kebakaran https://t.co/b7ptvtqcne,pertamina pasti pasok bahan bakar minyak kilang dumai aman bakar,positive,,0.6329677293597525
@innovacommunity Dari awal aja udah aneh. Minyak bumi punya Pengeboran ada Pengolahan/kilang ada Trus kenapa mesti impor? ,@innovacommunity dari awal aja udah aneh. minyak bumi punya pengeboran ada pengolahan/kilang ada trus kenapa mesti impor? ,aja aneh minyak bumi bor olah kilang mesti impor,negative,,0.6758354122985782
Baru aja dibilang om purbaya suka bakar kilang dibakar beneran wkwk,baru aja dibilang om purbaya suka bakar kilang dibakar beneran wkwk,aja bilang om purbaya suka bakar kilang bakar beneran,negative,,0.6265887070370791
@somexthread Merka tidak ada pemasukan bos kalai bikin kilang hasil pembeliannya kan bagi2 sama si anjing2 dpr itu jangan naif,@somexthread merka tidak ada pemasukan bos kalai bikin kilang hasil pembeliannya kan bagi2 sama si anjing2 dpr itu jangan naif,merka pasu bos kalai bikin kilang hasil beli si anjing dewan wakil rakyat naif,negative,,0.5591739711274666
Kebakaran di Kilang Pertamina Dumai Berhasil Dipadamkan https://t.co/YlrcczKmmI,kebakaran di kilang pertamina dumai berhasil dipadamkan https://t.co/ylrcczkmmi,bakar kilang pertamina dumai hasil padam,positive,,0.6401064080350408
@islah_bahrawi Sebenarnya itu kilang dibakar atau kebakar?,@islah_bahrawi sebenarnya itu kilang dibakar atau kebakar?,kilang bakar bakar,negative,,0.644621958887964
@Metro_TV Baru aja kemaren pak Purbaya bahas kilang dibakar ,@metro_tv baru aja kemaren pak purbaya bahas kilang dibakar ,aja kemaren purbaya bahas kilang bakar,negative,,0.6040725385830185
@Ary_PrasKe2 Jadi pahamkan kenapa umur kendaraan cepat rusak.. Ga jadi dibeli kilang minyaknya dibakar.. Pertamina bobrok.,@ary_praske2 jadi pahamkan kenapa umur kendaraan cepat rusak.. ga jadi dibeli kilang minyaknya dibakar.. pertamina bobrok.,paham umur kendara cepat rusak beli kilang minyak bakar pertamina bobrok,negative,,0.5160229918900009
@celgaiz buat apa buat kilang nanti komisinya ilang dong...,@celgaiz buat apa buat kilang nanti komisinya ilang dong...,kilang komisi ilang,negative,,0.4286979337728304
Dan hasilnya nyata. Operasional utama kilang tetap berjalan aktivitas masyarakat sekitar tidak terganggu. Sementara itu investigasi penyebab kebakaran tengah dilakukan agar di masa depan sistem pencegahan bisa makin kuat dan siap menghadapi segala kemungkinan https://t.co/B7ruYf8fGk,dan hasilnya nyata. operasional utama kilang tetap berjalan aktivitas masyarakat sekitar tidak terganggu. sementara itu investigasi penyebab kebakaran tengah dilakukan agar di masa depan sistem pencegahan bisa makin kuat dan siap menghadapi segala kemungkinan https://t.co/b7ruyf8fgk,hasil nyata operasional utama kilang jalan aktivitas masyarakat ganggu investigasi sebab bakar sistem cegah kuat hadap,positive,,0.5155812284460866
https://t.co/5757TbXHcq Bayangkan pemandangan di lapangan: 10 armada pemadam bersatu padu. 8 unit dari Kilang Pertamina Dumai 1 unit Damkar Kota Dumai 1 unit Pertamina Patra Niaga Region Sumbagut Kerja sama inilah yang menjadikan api takluk bukan hanya oleh air tapi oleh,https://t.co/5757tbxhcq bayangkan pemandangan di lapangan: 10 armada pemadam bersatu padu. 8 unit dari kilang pertamina dumai 1 unit damkar kota dumai 1 unit pertamina patra niaga region sumbagut kerja sama inilah yang menjadikan api takluk bukan hanya oleh air tapi oleh,bayang pandang lapang armada madam satu padu unit kilang pertamina dumai unit damkar kota dumai unit pertamina patra niaga region sumbagut kerja jadi api takluk air,positive,,0.5292944091568077
Perwakilan Kilang Dumai Agustiawan menyampaikan permohonan maaf dan meminta doa. Tapi sejujurnya yang layak mendapat apresiasi penuh adalah tim lapangan. Mereka bekerja nonstop melawan api demi memastikan masyarakat tetap tidur nyenyak malam itu https://t.co/3XL4Z8mrtU,perwakilan kilang dumai agustiawan menyampaikan permohonan maaf dan meminta doa. tapi sejujurnya yang layak mendapat apresiasi penuh adalah tim lapangan. mereka bekerja nonstop melawan api demi memastikan masyarakat tetap tidur nyenyak malam itu https://t.co/3xl4z8mrtu,wakil kilang dumai agustiawan mohon maaf doa jujur layak apresiasi penuh tim lapang nonstop lawan api masyarakat tidur nyenyak malam,positive,,0.5840132685969982
Koordinasi lintas lini langsung dilakukan. Pertamina bekerja sama dengan aparat &amp; pemda ditambah pemantauan lingkungan berkelanjutan. Semua langkah diambil dengan satu tujuan: menjaga keselamatan manusia dan memastikan tidak ada bahaya lanjutan https://t.co/3XL4Z8mrtU,koordinasi lintas lini langsung dilakukan. pertamina bekerja sama dengan aparat &amp; pemda ditambah pemantauan lingkungan berkelanjutan. semua langkah diambil dengan satu tujuan: menjaga keselamatan manusia dan memastikan tidak ada bahaya lanjutan https://t.co/3xl4z8mrtu,koordinasi lintas lini langsung pertamina aparat amp perintah daerah tambah pantau lingkung lanjut langkah ambil tuju jaga selamat manusia bahaya lanjut,positive,,0.4625810216026016
Di saat netizen sibuk dengan drama di timeline ada sekelompok pekerja yang berjuang di tengah kobaran api. Mereka tidak viral tidak trending tapi aksi cepat mereka menyelamatkan kilang melindungi warga &amp; menjaga energi negeri agar tetap mengalir https://t.co/UAUlr8mATT,di saat netizen sibuk dengan drama di timeline ada sekelompok pekerja yang berjuang di tengah kobaran api. mereka tidak viral tidak trending tapi aksi cepat mereka menyelamatkan kilang melindungi warga &amp; menjaga energi negeri agar tetap mengalir https://t.co/uaulr8matt,netizen sibuk drama timeline kelompok kerja juang kobar api viral trending aksi cepat selamat kilang lindung warga amp jaga energi negeri alir,positive,,0.4443079367725321
Kesigapan Tim Darurat Pertamina di Kilang Dumai: Pahlawan Tanpa Sorot Kamera Rabu (1/10/2025) malam sebuah insiden kebakaran terjadi di salah satu unit Kilang Pertamina Dumai. Bagi sebagian orang ini bisa jadi ancaman besar. Tapi berkat kesigapan tim darurat api berhasil https://t.co/rssVmYNWdy,kesigapan tim darurat pertamina di kilang dumai: pahlawan tanpa sorot kamera rabu (1/10/2025) malam sebuah insiden kebakaran terjadi di salah satu unit kilang pertamina dumai. bagi sebagian orang ini bisa jadi ancaman besar. tapi berkat kesigapan tim darurat api berhasil https://t.co/rssvmynwdy,sigap tim darurat pertamina kilang dumai pahlawan sorot kamera rabu malam insiden bakar salah unit kilang pertamina dumai orang ancam berkat sigap tim darurat api hasil,positive,,0.6494432395102478
KEBAKARAN DI KILANG PERTAMINA DUMAI CEPAT PADAM NETIZEN TAK SADAR Di tengah riuh rendah dunia maya yang sering dipenuhi gosip sebenarnya ada kabar penting dari lapangan: Tim tanggap darurat Kilang #Pertamina #dumai berhasil mengatasi kebakaran di salah satu unit operasional https://t.co/wXp41xRlac,kebakaran di kilang pertamina dumai cepat padam netizen tak sadar di tengah riuh rendah dunia maya yang sering dipenuhi gosip sebenarnya ada kabar penting dari lapangan: tim tanggap darurat kilang #pertamina #dumai berhasil mengatasi kebakaran di salah satu unit operasional https://t.co/wxp41xrlac,bakar kilang pertamina dumai cepat padam netizen sadar riuh rendah dunia maya penuh gosip kabar lapang tim tanggap darurat kilang pertamina dumai hasil atas bakar salah unit operasional,positive,,0.6361482302768087
Setelah Menkeu Purbaya Keceplosan Kilang Minyak Dibakar Kilang Minyak di Dumai Meledak Kebetulan? https://t.co/3UlGOIizED.,setelah menkeu purbaya keceplosan kilang minyak dibakar kilang minyak di dumai meledak kebetulan? https://t.co/3ulgoiized.,menkeu purbaya ceplos kilang minyak bakar kilang minyak dumai ledak,positive,,0.4835164604647101
@AraituLaki Komisaris nya arogankoar koar bawa2 'negara api' kesombongan dibayar kontan tuh kilang terbakar jilat terus biar sekalian otakmu meledak ..,@araitulaki komisaris nya arogankoar koar bawa2 'negara api' kesombongan dibayar kontan tuh kilang terbakar jilat terus biar sekalian otakmu meledak ..,komisaris nya arogankoar koar bawa negara api sombong bayar kontan tuh kilang bakar jilat biar otak ledak,negative,,0.5813162471740537
@kadrunibli17616 Kilang punya Shell Hanya bertanya loh om Bahlil.,@kadrunibli17616 kilang punya shell hanya bertanya loh om bahlil.,kilang shell loh om bahlil,negative,,0.5191167842159389
@Secretnesia24 Pertamina bukan males klo bikin kilang jelas bisa aja bahkan bikin tiap pulau sentral itu bsa knp gk dilakuin? Krna ya jelas klo misal bangun kilang sendiri gk bsa korupsi ambil dri mark up an harga impor Sesimple itu korupsi di indonesia ini udh hal lumrah rakyat pun tau smua,@secretnesia24 pertamina bukan males klo bikin kilang jelas bisa aja bahkan bikin tiap pulau sentral itu bsa knp gk dilakuin? krna ya jelas klo misal bangun kilang sendiri gk bsa korupsi ambil dri mark up an harga impor sesimple itu korupsi di indonesia ini udh hal lumrah rakyat pun tau smua,pertamina males bikin kilang aja bikin pulau sentral bsa knp dilakuin krna bangun kilang bsa korupsi ambil dri mark up an harga impor sesimple korupsi indonesia lumrah rakyat tau smua,negative,,0.6226631534808106
@f22pinkfalcon @tempodotco Gamau ribet emang ngurus kilang mending impor aja tinggal beli,@f22pinkfalcon @tempodotco gamau ribet emang ngurus kilang mending impor aja tinggal beli,gamau ribet emang ngurus kilang mending impor aja tinggal beli,negative,,0.6570283757224478
Bukan pemalas TAPI KLO BIKIN KILANG SENDIRI GA BISA KORUPSI GEDE DONG.....,bukan pemalas tapi klo bikin kilang sendiri ga bisa korupsi gede dong.....,malas bikin kilang korupsi gede,negative,,0.6494656200552841
TEGAS Purbaya sebut Pertamina nya aja yang malas-malasan bangun Kilang Minyak... https://t.co/Z3EPTr8ycN,tegas purbaya sebut pertamina nya aja yang malas-malasan bangun kilang minyak... https://t.co/z3eptr8ycn,purbaya pertamina nya aja malas malas bangun kilang minyak,negative,,0.6001775092664706
Kilang Pertamina RU II Dumai Riau terbakar pada Rabu malam (1/10/2025). Juru Bicara Pertamina Kilang Dumai Agustiawan membenarkan terjadinya kebakaran di lokasi tersebut. Ia menyatakan proses penyebab insiden masih dalam penyelidikan. Belum ada informasi korban jiwa. Kami https://t.co/nJd3ACXzw7,kilang pertamina ru ii dumai riau terbakar pada rabu malam (1/10/2025). juru bicara pertamina kilang dumai agustiawan membenarkan terjadinya kebakaran di lokasi tersebut. ia menyatakan proses penyebab insiden masih dalam penyelidikan. belum ada informasi korban jiwa. kami https://t.co/njd3acxzw7,kilang pertamina refinery unit ii dumai riau bakar rabu malam juru bicara pertamina kilang dumai agustiawan benar bakar lokasi proses sebab insiden lidi informasi korban jiwa,positive,,0.5698817061829886
insiden terjadi di Kilang Minyak Dumai Riau yang dikelola PT Kilang Pertamina Internasional (KPI) pada Rabu (1/10/2025) malam. Peristiwa kebakaran dilaporkan terjadi sekitar pukul 21.00 WIB dan berhasil dipadamkan pada pukul 23.20 WIB. https://t.co/gforX9Xm7N,insiden terjadi di kilang minyak dumai riau yang dikelola pt kilang pertamina internasional (kpi) pada rabu (1/10/2025) malam. peristiwa kebakaran dilaporkan terjadi sekitar pukul 21.00 wib dan berhasil dipadamkan pada pukul 23.20 wib. https://t.co/gforx9xm7n,insiden kilang minyak dumai riau kelola pt kilang pertamina internasional kpi rabu malam peristiwa bakar lapor wib hasil padam wib,positive,,0.5985202689192282
@SantorinisSun Wah taktik hebat para pemain bisnis perminyakan BUMN di Indonesia ini cara jitu naikkan kuota impor BBM dari Singapura tak perlu repot urus kilang tinggal terima bersih fee,@santorinissun wah taktik hebat para pemain bisnis perminyakan bumn di indonesia ini cara jitu naikkan kuota impor bbm dari singapura tak perlu repot urus kilang tinggal terima bersih fee,taktik hebat main bisnis minyak badan usaha milik negara indonesia jitu naik kuota impor bahan bakar minyak singapura repot urus kilang tinggal terima bersih fee,negative,,0.55723086801961
PERTAMINA BALAS Usai Dikritik Menkeu Purbaya Soal Kilang Minyak : Progres Sudah 96 5 Persen https://t.co/oQrmW4KdE7,pertamina balas usai dikritik menkeu purbaya soal kilang minyak : progres sudah 96 5 persen https://t.co/oqrmw4kde7,pertamina balas kritik menkeu purbaya kilang minyak progres persen,positive,,0.5970013245056405
Salah satu unit kilang minyak Dumai milik PT Pertamina terbakar Rabu malam (01/10/25) saat ini telah berhasil dipadamkan. Penyebabnya masih diselidiki. Petugas penanganan diturunkan untuk dapat segera melakukan pemadaman ke lokasi kejadian untuk mengisolasi api agar tidak https://t.co/w4FHvPjzpX,salah satu unit kilang minyak dumai milik pt pertamina terbakar rabu malam (01/10/25) saat ini telah berhasil dipadamkan. penyebabnya masih diselidiki. petugas penanganan diturunkan untuk dapat segera melakukan pemadaman ke lokasi kejadian untuk mengisolasi api agar tidak https://t.co/w4fhvpjzpx,salah unit kilang minyak dumai milik pt pertamina bakar rabu malam hasil padam sebab selidik tugas tangan turun madam lokasi jadi isolasi api,positive,,0.5156183280473786
Kilang minyak bisa terbakar tuh SOPnya gmn? Serius tanya ini,kilang minyak bisa terbakar tuh sopnya gmn? serius tanya ini,kilang minyak bakar tuh sop serius,negative,,0.6677996167527358
Rakhine Terrorist Group AA kilang in the Arakan https://t.co/DXZ7i3Q4go,rakhine terrorist group aa kilang in the arakan https://t.co/dxz7i3q4go,rakhine terrorist group aa kilang in the ara,negative,,0.42540239282059034
Kebakaran Kilang Dumai Cepat Padam Pertamina Sebut Tak Ada Korban Jiwa https://t.co/AUHz0iwogR https://t.co/l3roHi3gG5,kebakaran kilang dumai cepat padam pertamina sebut tak ada korban jiwa https://t.co/auhz0iwogr https://t.co/l3rohi3gg5,bakar kilang dumai cepat padam pertamina korban jiwa,positive,,0.6641583343662858
@taufik_q Kondisi Terkini Kebakaran Hebat Kilang Pertamina Dumai https://t.co/9mN7guRXHv,@taufik_q kondisi terkini kebakaran hebat kilang pertamina dumai https://t.co/9mn7gurxhv,kondisi kini bakar hebat kilang pertamina dumai,positive,,0.6261622668326936
baru aja ngomong bakar kilang eh kejadian wkwkwk,baru aja ngomong bakar kilang eh kejadian wkwkwk,aja ngomong bakar kilang eh jadi,negative,,0.5389765928648337
Ledakan disertai kebakaran terjadi di Kilang Pertamina RU II di Jalan Raya Kilang Putri Tujuh Tanjung Palas Kecamatan Dumai Timur Dumai Rabu Source: dhea taurus #KTV #SmartTV #Kebakaran #Riau . For Endorsement and Information you can call or chat ⬇️ +6282131749705 https://t.co/51dZ98qO7s,ledakan disertai kebakaran terjadi di kilang pertamina ru ii di jalan raya kilang putri tujuh tanjung palas kecamatan dumai timur dumai rabu source: dhea taurus #ktv #smarttv #kebakaran #riau . for endorsement and information you can call or chat ⬇️ +6282131749705 https://t.co/51dz98qo7s,ledak serta bakar kilang pertamina refinery unit ii jalan raya kilang putri tujuh tanjung palas camat dumai timur dumai rabu source dhea taurus ktv smarttv bakar riau for endorsement and information you can call or chat down arrow,positive,,0.5342375152153784
@WagimanDeep212_ Ada Sumberdaya Migas di Papua yang sudah di Drilling (oleh Nation Petroleum) namun belum dimanfaatkan dengan Pembangunan Kilang.,@wagimandeep212_ ada sumberdaya migas di papua yang sudah di drilling (oleh nation petroleum) namun belum dimanfaatkan dengan pembangunan kilang.,sumberdaya migas papua drilling nation petroleum manfaat bangun kilang,negative,,0.40055557724493207
@vatahzz_ @ohmy_beautybank Aku pke facetology jadi kilang minyak sih kak mana kusam banget lagi Okedeh klo gtu aku mau nyoba labore atau lrp dulu Makasi banyak yaa kakkkkk ,@vatahzz_ @ohmy_beautybank aku pke facetology jadi kilang minyak sih kak mana kusam banget lagi okedeh klo gtu aku mau nyoba labore atau lrp dulu makasi banyak yaa kakkkkk ,pke facetology kilang minyak sih kak kusam banget okedeh gtu nyoba labore lrp makas yaa kak,negative,,0.4518978377218413
@taufik_q Ini pertamina hoby banget bakar kilang mintak sendiri wkwk,@taufik_q ini pertamina hoby banget bakar kilang mintak sendiri wkwk,pertamina hoby banget bakar kilang mintak,positive,,0.4265297440484555
@islah_bahrawi Purbaya ribut bikin kilang baru Prabowo malah mau bangun kilang di mamarika sebagai bagian kesepakatan masalah tarif Pertamina bakar bakar biar tambah anget.. Aku jadi bingung Sing gendeng iku Prabowo Purbaya atau Pertamina..,@islah_bahrawi purbaya ribut bikin kilang baru prabowo malah mau bangun kilang di mamarika sebagai bagian kesepakatan masalah tarif pertamina bakar bakar biar tambah anget.. aku jadi bingung sing gendeng iku prabowo purbaya atau pertamina..,purbaya ribut bikin kilang prabowo bangun kilang mamarika sepakat tarif pertamina bakar bakar biar anget bingung sing gendeng iku prabowo purbaya pertamina,negative,,0.4223421512936074
Dalam rapat bersama Komisi XI DPR RI pada hari Selasa kemarin Menkeu Purbaya mengaku kesal karena Indonesia tidak memiliki kilang baru dan hanya mengimpor minyak dari Singapura. Purbaya mengatakan Indonesia banyak mengimpor jenis solar dari Malaysia dan Singapura. https://t.co/MLwVHpGn1X,dalam rapat bersama komisi xi dpr ri pada hari selasa kemarin menkeu purbaya mengaku kesal karena indonesia tidak memiliki kilang baru dan hanya mengimpor minyak dari singapura. purbaya mengatakan indonesia banyak mengimpor jenis solar dari malaysia dan singapura. https://t.co/mlwvhpgn1x,rapat komisi xi dewan wakil rakyat ri selasa kemarin menkeu purbaya aku kesal indonesia milik kilang impor minyak singapura purbaya indonesia impor jenis solar malaysia singapura,negative,,0.43925131130039363
@msaid_didu memang malas bikin kilang... cuan gak mengalir deras tanpa terdeteksi... masa pertalite 10 ribu. pertamax di malaysia saja gak nyampai 8 ribu.. cuan bohongi rakyat,@msaid_didu memang malas bikin kilang... cuan gak mengalir deras tanpa terdeteksi... masa pertalite 10 ribu. pertamax di malaysia saja gak nyampai 8 ribu.. cuan bohongi rakyat,malas bikin kilang cuan alir deras deteksi pertalite ribu pertamax malaysia nyampai ribu cuan bohong rakyat,negative,,0.5723828473345122
Kilang Pertamina Disorot Menkeu Purbaya Sebelum Kebakaran di Dumai https://t.co/guEKvTYNYU #Bisnis,kilang pertamina disorot menkeu purbaya sebelum kebakaran di dumai https://t.co/guekvtynyu #bisnis,kilang pertamina sorot menkeu purbaya bakar dumai bisnis,positive,,0.7479360986062432
@dhaintly Dan kemarin kilang Dumai dibakar,@dhaintly dan kemarin kilang dumai dibakar,kemarin kilang dumai bakar,positive,,0.5997937293204545
Kilang dah dikit ehh kebakar lagi.. Kilang minyak Pertamina di Dunia kebakaran https://t.co/oMQ6sf6PfS,kilang dah dikit ehh kebakar lagi.. kilang minyak pertamina di dunia kebakaran https://t.co/omq6sf6pfs,kilang dikit ehh bakar kilang minyak pertamina dunia bakar,negative,,0.49635990276177405
Ikn kebakaran. Kilang di dumai kebakaran. Ini yang penting itu apa sampe apa apa kebakaran.,ikn kebakaran. kilang di dumai kebakaran. ini yang penting itu apa sampe apa apa kebakaran.,ikn bakar kilang dumai bakar sampe bakar,positive,,0.558755074959943
@Jateng_Twit Baru dibilang pemalas eh langsung dibakar... Wkwkwwkwkwk... Biar dibilang kerja bangun kilang lagi.... Pdhl cuma perbaikan bukan buat baru. DASAR PEMALAS ,@jateng_twit baru dibilang pemalas eh langsung dibakar... wkwkwwkwkwk... biar dibilang kerja bangun kilang lagi.... pdhl cuma perbaikan bukan buat baru. dasar pemalas ,bilang malas eh langsung bakar wkwkwwkwkwk biar bilang kerja bangun kilang baik dasar malas,negative,,0.559607594907878
hadeh meledak lagi kilang minyak,hadeh meledak lagi kilang minyak,hadeh ledak kilang minyak,negative,,0.4954095471828533
@Jateng_Twit BARU DIOMONGIN BEBERAPA JAM SEBELUMNYA PERTAMINA SUKA BAKAR'-IN KILANG. EHH..BENERAN KILANG RU-II MBLEDOS. ENDINGNYA FAKTOR ALAM DI LUAR BATAS KEMAMPUAN MANUSIA. GAK LAMA: MENTERI ESDM (BAHLIL) KOMISARIS PERTAMINA (HASAN NASBI) DIPECAT! KASUS' POLITIK YG BERKELANJUTAN,@jateng_twit baru diomongin beberapa jam sebelumnya pertamina suka bakar'-in kilang. ehh..beneran kilang ru-ii mbledos. endingnya faktor alam di luar batas kemampuan manusia. gak lama: menteri esdm (bahlil) komisaris pertamina (hasan nasbi) dipecat! kasus' politik yg berkelanjutan,diomongin jam pertamina suka bakar in kilang ehh beneran kilang refinery unit ii mbledos endingnya faktor alam batas mampu manusia menteri energi dan sumber daya mineral bahlil komisaris pertamina hasan nasbi pecat politik lanjut,positive,,0.5306497666996581
Kilang meledak harusnya dia dicopot dunk.,kilang meledak harusnya dia dicopot dunk.,kilang ledak copot dunk,negative,,0.45386045694374516
Kilang Dumai sempat terbakar Pertamina pastikan pasokan BBM aman https://t.co/yN7MLNwvKm,kilang dumai sempat terbakar pertamina pastikan pasokan bbm aman https://t.co/yn7mlnwvkm,kilang dumai bakar pertamina pasti pasok bahan bakar minyak aman,positive,,0.6733413249345133
PERTAMINA MALAS-MALASAN BIKIN KILANG Bukan hanya malas kilang yang ada juga kebakaran terus di moment yang seperti sudah di atur. Butuh pemimpin yang berani basmi PERAMPOK di tubuh Pertamina. --- Innalillahi KimYooJung Rabu Kamis Andrew Jung Lubang Buaya https://t.co/QeJFSrcjga,pertamina malas-malasan bikin kilang bukan hanya malas kilang yang ada juga kebakaran terus di moment yang seperti sudah di atur. butuh pemimpin yang berani basmi perampok di tubuh pertamina. --- innalillahi kimyoojung rabu kamis andrew jung lubang buaya https://t.co/qejfsrcjga,pertamina malas malas bikin kilang malas kilang bakar moment atur butuh pimpin berani basmi rampok tubuh pertamina innalillahi kimyoojung rabu kamis andrew jung lubang buaya,negative,,0.5995079120412053
Apakah ga ada satu orang pun yang bertanya-tanya kenapa kilang dan bulking Pertamina sering terbakar?,apakah ga ada satu orang pun yang bertanya-tanya kenapa kilang dan bulking pertamina sering terbakar?,orang kilang bulking pertamina bakar,negative,,0.4203281251559517
#konteksnews - Kilang Pertamina Dumai dilaporkan mengalami kebakaran pada Rabu malam 1 Oktober 2025. Api langsung ditangani dengan langkah isolasi agar tidak merambat ke area lain. (ag) #KilangDumai #Pertamina #KebakaranKilang #Dumai #EnergiNasional #BeritaTerkini #BreakingNews https://t.co/IwqBxChowl,#konteksnews - kilang pertamina dumai dilaporkan mengalami kebakaran pada rabu malam 1 oktober 2025. api langsung ditangani dengan langkah isolasi agar tidak merambat ke area lain. (ag) #kilangdumai #pertamina #kebakarankilang #dumai #energinasional #beritaterkini #breakingnews https://t.co/iwqbxchowl,konteksnews kilang pertamina dumai lapor alami bakar rabu malam oktober api langsung tangan langkah isolasi rambat area ag kilangdumai pertamina kebakarankilang dumai energinasional beritaterkini breakingnews,positive,,0.6679272245008372
Bisa gak sih kalo kilang terbakar dirutnya langsung dicopot?,bisa gak sih kalo kilang terbakar dirutnya langsung dicopot?,sih kilang bakar dirutnya langsung copot,negative,,0.5624798835322872
@islah_bahrawi Gak mungkin kebakaran karena kecelakaan kilang minyak safety nya ketat. Itu pasti disengaja kok. Kilang kesambar petir aja kecil kemungkinan kebakaran kok,@islah_bahrawi gak mungkin kebakaran karena kecelakaan kilang minyak safety nya ketat. itu pasti disengaja kok. kilang kesambar petir aja kecil kemungkinan kebakaran kok,bakar celaka kilang minyak safety nya ketat sengaja kilang sambar petir aja bakar,negative,,0.737771426242433
@Mdy_Asmara1701 pertamina bukan males tapi kehilangan fee untuk pejabat-pejabat nya... ini isu dari tahun 1990-an crude kita produksi msh bsar lebih bsar dr konsumsi crude malah dijual beli crude untuk kilang kita dan impor bbm,@mdy_asmara1701 pertamina bukan males tapi kehilangan fee untuk pejabat-pejabat nya... ini isu dari tahun 1990-an crude kita produksi msh bsar lebih bsar dr konsumsi crude malah dijual beli crude untuk kilang kita dan impor bbm,pertamina males hilang fee jabat jabat nya isu an crude produksi msh bsar bsar konsumsi crude jual beli crude kilang impor bahan bakar minyak,negative,,0.6216201006944191
@taufik_q Apa ini ada hubungannya dg ancaman Menkeu ke pertamina yg dirutnya akan dipecat kl gk bangun kilang baru..,@taufik_q apa ini ada hubungannya dg ancaman menkeu ke pertamina yg dirutnya akan dipecat kl gk bangun kilang baru..,hubung ancam menkeu pertamina dirutnya pecat bangun kilang,positive,,0.4435959214366265
@therra_ Masih inget kata Pak Purbaya soal kilang dan Pertamina kak?,@therra_ masih inget kata pak purbaya soal kilang dan pertamina kak?,inget purbaya kilang pertamina kak,positive,,0.5906863005941947
